brand,model,year,price,fuelType,gearType,totalKm,HorsePowers,color,id
Audi, A5,2010,18880, Дизел, Автоматични скорости,176700,240,Сив металик,5dff4f5755208349ee668dc5
Seat, Ibiza,2010,7500, Бензин, Ръчни скорости,146000,86,Тъмно сив,62e648ba29a3b759de06ddc2
Opel, Zafira,2010,6800, Дизел, Ръчни скорости,183000,110,Светло зелен,62e6496ddf162e1c97013e32
Renault, Clio,2000,1800, Дизел, Ръчни скорости,235826,70,Сив металик,62ed6688363df3464d0a0563
VW, Golf,2008,7500, Дизел, Ръчни скорости,175000,90,Тъмно сив,62e64a50df162e1c97013e33
VW, Golf,2008,7500, Дизел, Ръчни скорости,175000,90,Тъмно сив,62e64a50df162e1c97013e33
Mazda, 3,2005,4800, Бензин, Ръчни скорости,164000,84,Тъмно сив,627df1dfb13e1d70fa014f02
VW, Passat,2006,6900, Дизел, Ръчни скорости,176000,105,Черен,6238df6f0a61ec71520a37b2
Mazda, 5,2006,4900, Бензин, Ръчни скорости,187000,116,Светло зелен,62af1fee7226ad49bd04c882
VW, Golf,2008,7200, Дизел, Ръчни скорости,274000,105,Черен,62713cdb20a60fa7db090da2
Opel, Meriva,2010,5700, Бензин, Ръчни скорости,194000,90,Черен,62bc02923e1bf25f560e1083
Volvo, XC,2006,13800, Дизел, Автоматични скорости,207000,185,Черен,62af2aa4d551a6790c02dae2
Peugeot, 206,2011,5999, Бензин, Ръчни скорости,136000,75,Тъмно сив,62d9540cac04566cb0012255
BMW, 318,2008,8500, Бензин, Ръчни скорости,192000,130,Черен,62656cfc6d8dbdd0fc029084
VW, Passat,2015,28990, Дизел, Автоматични скорости,230000,150,Сив,62a86034462293a7530b8112
Mercedes-Benz, C,2002,5199, Бензин, Автоматични скорости,162000,177,Светло сив,62dd9b638ebc6794fd00e492
Audi, A6,2008,7500, Дизел, Автоматични скорости,232453,180,Сив,62e909d22b20a75e730a5a62
VW, Golf,2005,4400, Бензин, Ръчни скорости,230000,115,Тъмно сив,62b615db7e41fed57f060912
Peugeot, 508,2011,13888, Дизел, Автоматични скорости,198700,112,Бял,61fd6c2e6532760a9c3a51c3
VW, Golf,2006,6900, Дизел, Ръчни скорости,235000,105,Черен,62eaa2ca033edf338104e947
Peugeot, 307,2008,3900, Дизел, Ръчни скорости,208000,109,Сив,6278c3ddaf845649500c12d2
Mercedes-Benz, CLS,2006,14888, Дизел, Автоматични скорости,184700,224,Черен,6137c8221406fe410d27f4c2
Toyota, Auris,2008,8200, Дизел, Ръчни скорости,220000,126,Черен,62cdcfdc030ad719750ffdc2
Ford, C-Max,2009,6500, Дизел, Ръчни скорости,167000,90,Тъмно сив,61f1810c7f34f11831307bd2
Toyota, Avensis,2010,11100, Дизел, Ръчни скорости,198500,126,Черен,610ff6958170e67b805fc7b2
BMW, 320,2005,5999, Дизел, Автоматични скорости,187800,150,Черен металик,62d7d8d95a2645ce6d01ca82
Mercedes-Benz, E,2005,8999, Дизел, Автоматични скорости,187500,224,Черен металик,62d7dabbd761c734a506e613
Audi, A4,2009,15333, Дизел, Ръчни скорости,197700,239,Сив металик,623f383d5944ed3b900b5dd2
Opel, Zafira,2009,5300, Дизел, Ръчни скорости,175000,1900,Черен металик,62deccdb9350837b1c00a392
Renault, Laguna,2006,3590, Дизел, Ръчни скорости,157000,136,Светло сив металик,6220b2e606e25c05330c63d4
Audi, A4,2006,6300, Дизел, Ръчни скорости,187500,140,Черен,60f7091fc579be513e2313c3
Lexus, RX400h,2010,21777,, Автоматични скорости,178000,272,Златен металик,62ed65bd007ca2fc5806ec32
Mazda, CX,2012,21300, Дизел, Автоматични скорости,185000,150,Черен,62c1c46f087650f96b076e02
Kia, Sorento,2003,7500, Дизел, Автоматични скорости,213000,140,Черен,6217b731c396f208c464d022
VW, Touran,2008,8499, Дизел, Ръчни скорости,285000,90,Черен,62dc40a7260fe5fc260703f6
Mercedes-Benz, A,2004,2399, Бензин, Ръчни скорости,135000,125,Черен,62ed6527eacd1b1eee0f7852
Audi, A3,2001,2990, Бензин, Ръчни скорости,214000,102,Светло сив металик,62ed651be30b8ea26700ca33
Audi, A4,2006,7600, Дизел, Ръчни скорости,228000,140,Черен металик,62ed64edbdec66de1f0d30e4
Mercedes-Benz, C,2009,11900, Дизел, Ръчни скорости,217989,136,Сив металик,628fcfc29d67b0791501efc2
VW, Passat,2004,4950, Дизел, Ръчни скорости,175000,131,Сив металик,627a85d3d82eb0587d063032
Volvo, V50,2009,7600, Газ/Бензин, Ръчни скорости,170986,125,Син металик,62c71c79f035f310230153c4
Audi, A4,2010,16500, Бензин, Ръчни скорости,225000,160,Светло сив,625ff71a50bae5259d0999b2
Mercedes-Benz, E,2004,8300, Дизел, Ръчни скорости,221789,150,Черен,62ed6413bccd755ed3083784
Audi, A3,2006,7400, Дизел, Ръчни скорости,179655,140,Черен металик,618819b7c3b4a072280fffb2
Toyota, Verso,2012,18500, Бензин, Автоматични скорости,192200,147,Бял,6241fc36bf2ae91124653452
Ford, Fiesta,2005,3600, Бензин, Ръчни скорости,94080,75,Черен металик,62aa2246ac4963bab6073182
Skoda, Fabia,2012,12800, Бензин, Автоматични скорости,141300,180,Черен,60df6e301fb65b0af00c7432
Mazda, 6,2010,11599, Дизел, Ръчни скорости,191620,163,Тъмно сив металик,5da41e57f969787ed810fd2c
VW, Golf,2001,2750, Дизел, Ръчни скорости,201000,101,Зелен металик,62e11d188e22a4e6f8030362
VW, Passat,2002,4444, Бензин, Ръчни скорости,193000,150,Светло сив металик,5da41e0babebe273e27bac87
Audi, A3,2004,5200, Дизел, Ръчни скорости,220000,105,Червен,62ebc2b5676d87d5f201b252
Fiat, Sedici,2006,7300, Газ/Бензин, Ръчни скорости,182421,107,Златен металик,62d06d3362e9d3533c0c40a3
Opel, Corsa,2008,6300, Бензин, Ръчни скорости,80063,80,Черен металик,62eabc214d7fa8c2a7069485
Toyota, Yaris,2006,6300, Бензин, Ръчни скорости,160000,87,Сив металик,628fcdf7bf03e3c8080f7c22
VW, Polo,2002,4999, Дизел, Ръчни скорости,269000,101,Светло сив,62c7e2c41e32f480110af392
Opel, Corsa,2007,4900, Бензин, Ръчни скорости,95048,80,Сив металик,61632e06b7640b35167921f4
Ford, Fusion,2004,3700, Дизел, Ръчни скорости,149128,68,Сив металик,629f96d0d61380982a0ac173
Dacia, Duster,2012,12990, Бензин, Ръчни скорости,64000,105,Черен,6285324053c6bfb12d0c8463
Opel, Corsa,2004,3190, Бензин, Ръчни скорости,128430,60,Сив,62b9e4ab43bca241ca0e3864
BMW, X5,2011,24300, Дизел, Автоматични скорости,234760,245,Тъмно сив,61faaeecebe1be03a21854f2
BMW, 740,2012,33999, Дизел, Автоматични скорости,202000,306,Тъмно сив металик,62991c01f3fdd899c404f593
VW, Touran,2008,7990, Метан/Бензин, Ръчни скорости,202000,110,Черен,62eb4d7af9973d5f9a0259c2
Land, Rover,2014,32999, Дизел, Автоматични скорости,188000,150,Бял,62d6ebb6b65d0ba1f6038f23
Peugeot, 307,2003,2699, Дизел, Ръчни скорости,278000,110,Златен металик,62cb24738a70c1eccb00c692
Audi, A3,2002,7777, Дизел, Автоматични скорости,134900,101,Сив металик,61b08c7feccbe90bab5d2393
Mercedes-Benz, E,1999,4999, Дизел, Автоматични скорости,214000,129,Сив металик,5db09d470233800b814bdc22
Ssangyong, Korando,2002,6750, Дизел, Ръчни скорости,257200,100,Сив металик,5da42307f969787ed8132195
Nissan, Terrano,1996,8950, Дизел, Ръчни скорости,175000,100,Зелен металик,62dd1f5bb28ff40b0e021833
VW, Tiguan,2011,19900, Дизел, Автоматични скорости,118000,140,Син,62e41e7f501068ab9b0f4af2
VW, Bora,2002,5950, Дизел, Ръчни скорости,175000,131,Сив металик,62d6994b2d12e5361c086ba2
Renault, Kangoo,2012,10200, Дизел, Ръчни скорости,269000,75,Светло син,62d9942793475a398c0582f4
BMW, X3,2012,27900, Бензин, Автоматични скорости,77000,190,Черен,62e9715f2a3cd734fd05dfd3
Opel, Zafira,2012,10200, Дизел, Ръчни скорости,220000,110,Черен,62bb19701614658ccd026cd3
Peugeot, 3008,2010,7900, Газ/Бензин, Автоматични скорости,191000,156,Тъмно син,619f783a3d83cd269f51c074
Peugeot, 207,2009,5999, Газ/Бензин, Ръчни скорости,168350,73,Сив металик,62c30e7849d7eec16607f253
Nissan, Navara,2017,34900, Дизел, Ръчни скорости,123000,163,Кафяв металик,629b067bc4eb36070d0fdc83
Opel, Zafira,2006,6499, Дизел, Ръчни скорости,158361,150,Сив металик,62acda64036f800ab20248c5
Opel, Astra,2008,5999, Дизел, Ръчни скорости,160104,101,Сив металик,62e41012e0dee1e0d209a146
Opel, Zafira,2006,5999, Дизел, Ръчни скорости,206919,120,Тъмно сив металик,628b9b4d9212f9acbf09da73
BMW, X5,2005,12950, Дизел, Автоматични скорости,187580,218,Черен металик,62b77403237c3dd70f0352b3
Ssangyong, Actyon,2010,7950, Газ/Бензин, Ръчни скорости,163095,150,Черен металик,6213ca9fd5e05941b015c073
Skoda, Octavia,2011,11950, Дизел, Ръчни скорости,162000,105,Черен металик,62a2ec8891d300ab910bab86
Nissan, Note,2007,4450, Бензин, Ръчни скорости,157075,110,Син металик,62acc19fa53c1765320b12d2
VW, Caddy,2014,14999, Метан/Бензин, Ръчни скорости,147250,109,Бял металик,6159f137aaed0327255479f2
Skoda, Yeti,2010,9700, Бензин, Ръчни скорости,160000,160,Кафяв,62b85468c4de9b9f4f0ac2e4
Opel, Corsa,2007,6660, Дизел, Ръчни скорости,111694,75,Черен металик,5da41ce46aa9c5734222c0f0
Kia, Sorento,2011,17990, Дизел, Автоматични скорости,164000,197,Светло сив металик,62e7c66841bcd77bde060b96
Honda, Accord,2005,5913, Дизел, Ръчни скорости,199000,140,Сив металик,60ef1364cec58e2ba3317e73
Ford, Focus,2008,5950, Дизел, Ръчни скорости,155250,116,Сив металик,61f59c101ad56024e6542893
Hyundai, Matrix,2004,3555, Бензин, Ръчни скорости,176100,103,Сребърен металик,62e24be785f10ff9070eee22
Ford, C-Max,2007,4950, Дизел, Ръчни скорости,176632,110,Черен металик,5da41b1489db6c29a9404a8f
VW, Passat,2015,27500, Дизел, Ръчни скорости,150000,120,Черен,5dd41089e130a81dc0606702
VW, Golf,2010,11700, Дизел, Ръчни скорости,206000,90,Черен,62b852c7b384a67c150a0604
VW, Golf,2016,17999, Метан/Бензин, Ръчни скорости,164111,110,Сив металик,628bcc93e33e1da4b10250a2
Lexus, IS250,2007,7777, Бензин, Ръчни скорости,188000,208,Черен металик,623834d14252f80b1b759542
Ford, Kuga,2012,16950, Дизел, Автоматични скорости,173305,163,Черен,624dcc523531b39b8d0a23c2
Toyota, Yaris,2016,23499,, Автоматични скорости,68000,75,Червен металик,62c86e8f7b3c2e39a203b392
VW, Golf,2000,2650, Дизел, Ръчни скорости,270000,90,Черен,62ed62a98807e25ff0083bf3
BMW, X5,2002,6500, Дизел, Автоматични скорости,111111,184,Сив,6254620ccfed5368c1002a12
BMW, 530,2003,5999, Дизел, Ръчни скорости,365000,193,Сив,624f0074baa016e1d20afec3
Honda, Jazz,2004,4987, Бензин, Ръчни скорости,125000,83,Светло син металик,62d03c288016252a4d083c72
VW, Golf,2008,8500, Дизел, Ръчни скорости,257225,105,Тъмно сив,62ed6228c4b29b8da105e012
VW, Golf,2005,5699, Дизел, Ръчни скорости,272300,105,Тъмно сив,62ed62237b794533cc0db312
BMW, 318,2004,3500, Бензин, Автоматични скорости,277632,143,Сив,62ed61e216b446acdc05f512
Peugeot, 407,2007,4499, Дизел, Ръчни скорости,205000,109,Тъмно син металик,62ed61c69ab1e399530a94f2
Toyota, Auris,2007,9499, Бензин, Ръчни скорости,201364,97,Черен,62ed61939ffc8a4b0e061932
Mercedes-Benz, CLK,1999,3650, Газ/Бензин, Ръчни скорости,326055,136,Сив металик,62dd25a04c4d666bfc0c2572
Opel, Meriva,2006,3950, Дизел, Ръчни скорости,214200,101,Тъмно сив металик,62ea89002d900a41a80619f2
BMW, 535,2012,27900, Дизел, Автоматични скорости,228500,313,Тъмно сив,62d9adcb6cdc5f5c2a000d43
BMW, 530,2007,15900, Бензин, Автоматични скорости,198678,272,Тъмно син,61f801050ea79149a0748c44
VW, Passat,2017,32999, Дизел, Автоматични скорости,238000,150,Черен металик,62e168621533af8f56064e52
BMW, 535,2011,24500, Дизел, Автоматични скорости,223568,313,Тъмно сив,61a49606619d6e5a4b406212
Peugeot, 5008,2013,13999, Дизел, Автоматични скорости,177000,116,Бял,62d3e30b8a6f0e6b060d5fe3
BMW, 525,2009,15900, Бензин, Автоматични скорости,197700,218,Тъмно син,61aa4e51934d977e8a04f002
BMW, 330,2008,21990, Дизел, Автоматични скорости,213557,245,Бял,62e3fb9ac579dcfb620a6e04
BMW, 535,2009,21990, Дизел, Автоматични скорости,234556,286,Тъмно син,62e3fa449a94a3f847060b23
